Country,Region,Happiness Rank,Happiness Score,Standard Error,Family,Freedom,Generosity,Dystopia Residual,Year,Lower Confidence Interval,Upper Confidence Interval,Whisker.high,Whisker.low,country,happiness_rank,happiness_score,GDP,life_expectancy,freedom,generosity,government_corruption,dystopia_residual,family
Iran,Middle East and Northern Africa,105.0,4.813,,0.38857,0.22544,0.38538,1.99817,2016,4.703,4.923,,,Iran,105.0,4.813,1.11758,0.64232,0.22544,0.38538,0.0557,1.99817,0.38857
Zambia,Sub-Saharan Africa,106.0,4.795,,0.6376,0.42662,0.17866,2.58991,2016,4.645,4.945,,,Zambia,106.0,4.795,0.61202,0.23573,0.42662,0.17866,0.11479,2.58991,0.6376
Nepal,Southern Asia,107.0,4.793,,0.69699,0.37012,0.3816,2.32694,2016,4.698,4.888,,,Nepal,107.0,4.793,0.44626,0.50073,0.37012,0.3816,0.07008,2.32694,0.69699
Palestinian Territories,Middle East and Northern Africa,108.0,4.754,,0.71629,0.17744,0.11154,2.40364,2016,4.649,4.859,,,Palestinian Territories,108.0,4.754,0.67024,0.56844,0.17744,0.11154,0.10613,2.40364,0.71629
Albania,Central and Eastern Europe,109.0,4.655,,0.50163,0.31866,0.1684,1.92816,2016,4.546,4.764,,,Albania,109.0,4.655,0.9553,0.73007,0.31866,0.1684,0.05301,1.92816,0.50163
Bangladesh,Southern Asia,110.0,4.643,,0.24749,0.39778,0.19132,2.60904,2016,4.56,4.726,,,Bangladesh,110.0,4.643,0.54177,0.52989,0.39778,0.19132,0.12583,2.60904,0.24749
Sierra Leone,Sub-Saharan Africa,111.0,4.635,,0.628,0.30685,0.23897,3.01402,2016,4.505,4.765,,,Sierra Leone,111.0,4.635,0.36485,0.0,0.30685,0.23897,0.08196,3.01402,0.628
Iraq,Middle East and Northern Africa,112.0,4.575,,0.59205,0.24856,0.19589,1.81657,2016,4.446,4.704,,,Iraq,112.0,4.575,1.07474,0.51076,0.24856,0.19589,0.13636,1.81657,0.59205
Namibia,Sub-Saharan Africa,113.0,4.574,,0.70362,0.48614,0.07795,1.92198,2016,4.374,4.774,,,Namibia,113.0,4.574,0.93287,0.34745,0.48614,0.07795,0.10398,1.92198,0.70362
Cameroon,Sub-Saharan Africa,114.0,4.513,,0.62542,0.42736,0.2268,2.5198,2016,4.417,4.609,,,Cameroon,114.0,4.513,0.52497,0.12698,0.42736,0.2268,0.06126,2.5198,0.62542
Ethiopia,Sub-Saharan Africa,115.0,4.508,,0.37932,0.36703,0.29522,2.65614,2016,4.425,4.591,,,Ethiopia,115.0,4.508,0.29283,0.34578,0.36703,0.29522,0.1717,2.65614,0.37932
South Africa,Sub-Saharan Africa,116.0,4.459,,0.96053,0.42483,0.13656,1.64227,2016,4.371,4.547,,,South Africa,116.0,4.459,1.02416,0.18611,0.42483,0.13656,0.08415,1.64227,0.96053
Sri Lanka,Southern Asia,117.0,4.415,,0.84783,0.50817,0.46978,0.91681,2016,4.322,4.508,,,Sri Lanka,117.0,4.415,0.97318,0.62007,0.50817,0.46978,0.07964,0.91681,0.84783
India,Southern Asia,118.0,4.404,,0.29247,0.40285,0.25028,2.18032,2016,4.351,4.457,,,India,118.0,4.404,0.74036,0.45091,0.40285,0.25028,0.08722,2.18032,0.29247
Myanmar,Southeastern Asia,119.0,4.395,,0.69981,0.42692,0.81971,1.50655,2016,4.327,4.463,,,Myanmar,119.0,4.395,0.34112,0.3988,0.42692,0.81971,0.20243,1.50655,0.69981
Egypt,Middle East and Northern Africa,120.0,4.362,,0.49813,0.18847,0.12706,1.96895,2016,4.259,4.465,,,Egypt,120.0,4.362,0.95395,0.52116,0.18847,0.12706,0.10393,1.96895,0.49813
Armenia,Central and Eastern Europe,121.0,4.36,,0.62477,0.14037,0.07793,1.97864,2016,4.266,4.454,,,Armenia,121.0,4.36,0.86086,0.64083,0.14037,0.07793,0.03616,1.97864,0.62477
Kenya,Sub-Saharan Africa,122.0,4.356,,0.7624,0.40576,0.41328,1.88326,2016,4.259,4.453,,,Kenya,122.0,4.356,0.52267,0.30147,0.40576,0.41328,0.06686,1.88326,0.7624
Ukraine,Central and Eastern Europe,123.0,4.324,,1.01413,0.12859,0.20363,1.50066,2016,4.236,4.412,,,Ukraine,123.0,4.324,0.87287,0.58628,0.12859,0.20363,0.01829,1.50066,1.01413
Ghana,Sub-Saharan Africa,124.0,4.276,,0.49353,0.40973,0.21203,2.2002,2016,4.185,4.367,,,Ghana,124.0,4.276,0.63107,0.29681,0.40973,0.21203,0.0326,2.2002,0.49353
Congo (Kinshasa),Sub-Saharan Africa,125.0,4.272,,0.80676,0.15602,0.25458,2.74924,2016,4.191,4.353,,,Congo (Kinshasa),125.0,4.272,0.05661,0.188,0.15602,0.25458,0.06075,2.74924,0.80676
Georgia,Central and Eastern Europe,126.0,4.252,,0.19249,0.32461,0.06786,1.87031,2016,4.164,4.34,,,Georgia,126.0,4.252,0.83792,0.64035,0.32461,0.06786,0.3188,1.87031,0.19249
Congo (Brazzaville),Sub-Saharan Africa,127.0,4.236,,0.47799,0.37938,0.12077,2.10681,2016,4.107,4.365,,,Congo (Brazzaville),127.0,4.236,0.77109,0.28212,0.37938,0.12077,0.09753,2.10681,0.47799
Senegal,Sub-Saharan Africa,128.0,4.219,,0.77416,0.31056,0.19103,1.97861,2016,4.151,4.287,,,Senegal,128.0,4.219,0.44314,0.40457,0.31056,0.19103,0.11681,1.97861,0.77416
Bulgaria,Central and Eastern Europe,129.0,4.217,,0.92542,0.21219,0.12793,1.15377,2016,4.104,4.33,,,Bulgaria,129.0,4.217,1.11306,0.67806,0.21219,0.12793,0.00615,1.15377,0.92542
Mauritania,Sub-Saharan Africa,130.0,4.201,,0.84142,0.1268,0.22686,1.9263,2016,4.127,4.275,,,Mauritania,130.0,4.201,0.61391,0.28639,0.1268,0.22686,0.17955,1.9263,0.84142
Zimbabwe,Sub-Saharan Africa,131.0,4.193,,0.71478,0.25429,0.18503,2.4427,2016,4.101,4.285,,,Zimbabwe,131.0,4.193,0.35041,0.1595,0.25429,0.18503,0.08582,2.4427,0.71478
Malawi,Sub-Saharan Africa,132.0,4.156,,0.147,0.4143,0.30968,2.82859,2016,4.041,4.271,,,Malawi,132.0,4.156,0.08709,0.29364,0.4143,0.30968,0.07564,2.82859,0.147
Sudan,Sub-Saharan Africa,133.0,4.139,,0.81928,0.0,0.18077,2.10995,2016,3.928,4.35,,,Sudan,133.0,4.139,0.63069,0.29759,0.0,0.18077,0.10039,2.10995,0.81928
Gabon,Sub-Saharan Africa,134.0,4.121,,0.72368,0.28098,0.06244,1.45332,2016,4.03,4.212,,,Gabon,134.0,4.121,1.15851,0.3494,0.28098,0.06244,0.09314,1.45332,0.72368
Mali,Sub-Saharan Africa,135.0,4.073,,0.86333,0.27544,0.21064,2.11087,2016,3.988,4.158,,,Mali,135.0,4.073,0.31292,0.16347,0.27544,0.21064,0.13647,2.11087,0.86333
Haiti,Latin America and Caribbean,136.0,4.028,,0.29561,0.12072,0.47958,2.37116,2016,3.893,4.163,,,Haiti,136.0,4.028,0.34097,0.27494,0.12072,0.47958,0.14476,2.37116,0.29561
Botswana,Sub-Saharan Africa,137.0,3.974,,0.89186,0.44089,0.12425,0.96741,2016,3.875,4.073,,,Botswana,137.0,3.974,1.09426,0.34752,0.44089,0.12425,0.10769,0.96741,0.89186
Comoros,Sub-Saharan Africa,138.0,3.956,,0.60323,0.15412,0.1827,2.25632,2016,3.86,4.052,,,Comoros,138.0,3.956,0.27509,0.29981,0.15412,0.1827,0.18437,2.25632,0.60323
Ivory Coast,Sub-Saharan Africa,139.0,3.916,,0.57576,0.40663,0.20338,1.97478,2016,3.826,4.006,,,Ivory Coast,139.0,3.916,0.55507,0.04476,0.40663,0.20338,0.1553,1.97478,0.57576
Cambodia,Southeastern Asia,140.0,3.907,,0.5375,0.58852,0.40339,1.31573,2016,3.798,4.016,,,Cambodia,140.0,3.907,0.55604,0.42494,0.58852,0.40339,0.08092,1.31573,0.5375
Angola,Sub-Saharan Africa,141.0,3.866,,0.66366,0.00589,0.12071,2.09459,2016,3.753,3.979,,,Angola,141.0,3.866,0.84731,0.04991,0.00589,0.12071,0.08434,2.09459,0.66366
Niger,Sub-Saharan Africa,142.0,3.856,,0.6053,0.38041,0.2097,2.09469,2016,3.781,3.931,,,Niger,142.0,3.856,0.1327,0.26162,0.38041,0.2097,0.17176,2.09469,0.6053
South Sudan,Sub-Saharan Africa,143.0,3.832,,0.18519,0.19662,0.25899,2.50929,2016,3.596,4.068,,,South Sudan,143.0,3.832,0.39394,0.15781,0.19662,0.25899,0.13015,2.50929,0.18519
Chad,Sub-Saharan Africa,144.0,3.763,,0.63178,0.12807,0.18667,2.30637,2016,3.672,3.854,,,Chad,144.0,3.763,0.42214,0.03824,0.12807,0.18667,0.04952,2.30637,0.63178
Burkina Faso,Sub-Saharan Africa,145.0,3.739,,0.63054,0.3337,0.24353,1.87319,2016,3.647,3.831,,,Burkina Faso,145.0,3.739,0.31995,0.21297,0.3337,0.24353,0.12533,1.87319,0.63054
Uganda,Sub-Saharan Africa,145.0,3.739,,0.90981,0.43653,0.27102,1.51416,2016,3.629,3.849,,,Uganda,145.0,3.739,0.34719,0.19625,0.43653,0.27102,0.06442,1.51416,0.90981
Yemen,Middle East and Northern Africa,147.0,3.724,,0.47493,0.2287,0.09821,1.97295,2016,3.621,3.827,,,Yemen,147.0,3.724,0.57939,0.31048,0.2287,0.09821,0.05892,1.97295,0.47493
Madagascar,Sub-Saharan Africa,148.0,3.695,,0.46115,0.13684,0.2204,2.15075,2016,3.621,3.769,,,Madagascar,148.0,3.695,0.27954,0.37109,0.13684,0.2204,0.07506,2.15075,0.46115
Tanzania,Sub-Saharan Africa,149.0,3.666,,0.77623,0.3176,0.31472,1.37769,2016,3.561,3.771,,,Tanzania,149.0,3.666,0.47155,0.357,0.3176,0.31472,0.05099,1.37769,0.77623
Liberia,Sub-Saharan Africa,150.0,3.622,,0.50353,0.25748,0.24063,2.23284,2016,3.463,3.781,,,Liberia,150.0,3.622,0.10706,0.23165,0.25748,0.24063,0.04852,2.23284,0.50353
Guinea,Sub-Saharan Africa,151.0,3.607,,0.3109,0.30953,0.29914,2.15604,2016,3.533,3.681,,,Guinea,151.0,3.607,0.22415,0.18829,0.30953,0.29914,0.1192,2.15604,0.3109
Rwanda,Sub-Saharan Africa,152.0,3.515,,0.61586,0.5432,0.23552,0.96819,2016,3.444,3.586,,,Rwanda,152.0,3.515,0.32846,0.31865,0.5432,0.23552,0.50521,0.96819,0.61586
Benin,Sub-Saharan Africa,153.0,3.484,,0.10419,0.39747,0.2018,2.10812,2016,3.404,3.564,,,Benin,153.0,3.484,0.39499,0.21028,0.39747,0.2018,0.06681,2.10812,0.10419
Afghanistan,Southern Asia,154.0,3.36,,0.11037,0.1643,0.31268,2.14558,2016,3.288,3.432,,,Afghanistan,154.0,3.36,0.38227,0.17344,0.1643,0.31268,0.07112,2.14558,0.11037
Togo,Sub-Saharan Africa,155.0,3.303,,0.0,0.34678,0.17517,2.1354,2016,3.192,3.414,,,Togo,155.0,3.303,0.28123,0.24811,0.34678,0.17517,0.11587,2.1354,0.0
Syria,Middle East and Northern Africa,156.0,3.069,,0.14866,0.06912,0.48397,0.81789,2016,2.936,3.202,,,Syria,156.0,3.069,0.74719,0.62994,0.06912,0.48397,0.17233,0.81789,0.14866
Burundi,Sub-Saharan Africa,157.0,2.905,,0.23442,0.0432,0.2029,2.10404,2016,2.732,3.078,,,Burundi,157.0,2.905,0.06831,0.15747,0.0432,0.2029,0.09419,2.10404,0.23442
Norway,,,,,1.53352355957031,0.635422587394714,0.36201223731041,,2017,,,7.59444482058287,7.47955553799868,Norway,1.0,7.53700017929077,1.61646318435669,0.796666502952576,0.635422587394714,0.36201223731041,0.315963834524155,2.27702665328979,1.53352355957031
Denmark,,,,,1.55112159252167,0.626006722450256,0.355280488729477,,2017,,,7.58172806486487,7.46227160707116,Denmark,2.0,7.52199983596802,1.48238301277161,0.792565524578094,0.626006722450256,0.355280488729477,0.40077006816864,2.31370735168457,1.55112159252167
Iceland,,,,,1.6105740070343,0.627162635326385,0.475540220737457,,2017,,,7.62203047305346,7.38596990078688,Iceland,3.0,7.50400018692017,1.480633020401,0.833552122116089,0.627162635326385,0.475540220737457,0.153526559472084,2.32271528244019,1.6105740070343
Switzerland,,,,,1.51691174507141,0.620070576667786,0.290549278259277,,2017,,,7.56177242040634,7.42622749567032,Switzerland,4.0,7.49399995803833,1.56497955322266,0.858131289482117,0.620070576667786,0.290549278259277,0.367007285356522,2.2767162322998,1.51691174507141
Finland,,,,,1.5402467250824,0.617950856685638,0.24548277258873,,2017,,,7.52754207581282,7.41045764952898,Finland,5.0,7.4689998626709,1.44357192516327,0.80915766954422,0.617950856685638,0.24548277258873,0.38261154294014,2.4301815032959,1.5402467250824
Netherlands,,,,,1.42893922328949,0.585384488105774,0.470489829778671,,2017,,,7.42742584124207,7.32657386884093,Netherlands,6.0,7.3769998550415,1.50394463539124,0.810696125030518,0.585384488105774,0.470489829778671,0.282661825418472,2.29480409622192,1.42893922328949
Canada,,,,,1.48134899139404,0.611100912094116,0.435539722442627,,2017,,,7.38440283536911,7.24759713411331,Canada,7.0,7.31599998474121,1.47920441627502,0.83455765247345,0.611100912094116,0.435539722442627,0.287371516227722,2.18726444244385,1.48134899139404
New Zealand,,,,,1.54819512367249,0.614062130451202,0.500005125999451,,2017,,,7.3795104418695,7.24848981752992,New Zealand,8.0,7.31400012969971,1.40570604801178,0.816759705543518,0.614062130451202,0.500005125999451,0.382816702127457,2.0464563369751,1.54819512367249
Sweden,,,,,1.47816216945648,0.612924098968506,0.385399252176285,,2017,,,7.34409487739205,7.22390496239066,Sweden,9.0,7.28399991989136,1.49438726902008,0.830875158309937,0.612924098968506,0.385399252176285,0.384398728609085,2.09753799438477,1.47816216945648
Australia,,,,,1.51004195213318,0.601607382297516,0.477699249982834,,2017,,,7.35665122494102,7.2113486148417,Australia,10.0,7.28399991989136,1.484414935112,0.84388679265976,0.601607382297516,0.477699249982834,0.301183730363846,2.06521081924438,1.51004195213318
Israel,,,,,1.37628996372223,0.405988603830338,0.330082654953003,,2017,,,7.27985325649381,7.14614638492465,Israel,11.0,7.21299982070923,1.37538242340088,0.83840399980545,0.405988603830338,0.330082654953003,0.0852421000599861,2.80175733566284,1.37628996372223
Costa Rica,,,,,1.41640365123749,0.580131649971008,0.214613229036331,,2017,,,7.16811166629195,6.98988832607865,Costa Rica,12.0,7.0789999961853,1.10970628261566,0.759509265422821,0.580131649971008,0.214613229036331,0.100106589496136,2.89863920211792,1.41640365123749
Austria,,,,,1.4599449634552,0.567766189575195,0.316472321748734,,2017,,,7.07066981211305,6.94133027181029,Austria,13.0,7.00600004196167,1.48709726333618,0.815328419208527,0.567766189575195,0.316472321748734,0.221060365438461,2.1385064125061,1.4599449634552
United States,,,,,1.41992056369781,0.505740523338318,0.392578780651093,,2017,,,7.07465674757957,6.91134331345558,United States,14.0,6.99300003051758,1.54625928401947,0.77428662776947,0.505740523338318,0.392578780651093,0.135638788342476,2.2181134223938,1.41992056369781
Ireland,,,,,1.55823111534119,0.573110342025757,0.42785832285881,,2017,,,7.04335166752338,6.91064880549908,Ireland,15.0,6.97700023651123,1.53570663928986,0.80978262424469,0.573110342025757,0.42785832285881,0.29838815331459,1.77386903762817,1.55823111534119
Germany,,,,,1.47252035140991,0.562511384487152,0.336269170045853,,2017,,,7.00538156926632,6.89661885797977,Germany,16.0,6.95100021362305,1.48792338371277,0.798950731754303,0.562511384487152,0.336269170045853,0.276731938123703,2.01576995849609,1.47252035140991
Belgium,,,,,1.46231269836426,0.539770722389221,0.231503337621689,,2017,,,6.95582075044513,6.82617883756757,Belgium,17.0,6.89099979400635,1.46378076076508,0.818091869354248,0.539770722389221,0.231503337621689,0.251343131065369,2.12421035766602,1.46231269836426
Luxembourg,,,,,1.45758366584778,0.59662789106369,0.283180981874466,,2017,,,6.92368609987199,6.80231373228133,Luxembourg,18.0,6.86299991607666,1.74194359779358,0.845089495182037,0.59662789106369,0.283180981874466,0.31883442401886,1.61951208114624,1.45758366584778
United Kingdom,,,,,1.49646008014679,0.508190035820007,0.492774158716202,,2017,,,6.78379176110029,6.64420868903399,United Kingdom,19.0,6.71400022506714,1.44163393974304,0.805335938930511,0.508190035820007,0.492774158716202,0.265428066253662,1.70414352416992,1.49646008014679
Chile,,,,,1.28402495384216,0.376895278692245,0.326662421226501,,2017,,,6.73925056010485,6.56474934071302,Chile,20.0,6.65199995040894,1.25278460979462,0.819479703903198,0.376895278692245,0.326662421226501,0.0822879821062088,2.50958585739136,1.28402495384216
United Arab Emirates,,,,,1.26641023159027,0.60834527015686,0.3609419465065,,2017,,,6.72204730376601,6.57395222321153,United Arab Emirates,21.0,6.64799976348877,1.62634336948395,0.726798236370087,0.60834527015686,0.3609419465065,0.324489563703537,1.734703540802,1.26641023159027
Brazil,,,,,1.43130600452423,0.437453746795654,0.16234989464283,,2017,,,6.72546950161457,6.5445309561491,Brazil,22.0,6.63500022888184,1.10735321044922,0.616552352905273,0.437453746795654,0.16234989464283,0.111092761158943,2.76926708221436,1.43130600452423
Czech Republic,,,,,1.43388521671295,0.490946173667908,0.0881067588925362,,2017,,,6.68386246263981,6.5341379493475,Czech Republic,23.0,6.60900020599365,1.35268235206604,0.754444003105164,0.490946173667908,0.0881067588925362,0.0368729270994663,2.45186185836792,1.43388521671295
Argentina,,,,,1.44045114517212,0.494519203901291,0.109457060694695,,2017,,,6.69008508607745,6.50791486814618,Argentina,24.0,6.59899997711182,1.18529546260834,0.695137083530426,0.494519203901291,0.109457060694695,0.059739887714386,2.61400532722473,1.44045114517212
Mexico,,,,,1.210862159729,0.412730008363724,0.120990432798862,,2017,,,6.67114890769124,6.48485122963786,Mexico,25.0,6.57800006866455,1.15318381786346,0.709978997707367,0.412730008363724,0.120990432798862,0.132774114608765,2.83715486526489,1.210862159729
Singapore,,,,,1.35381436347961,0.549840569496155,0.345965981483459,,2017,,,6.63672306910157,6.50727698430419,Singapore,26.0,6.57200002670288,1.69227766990662,0.949492394924164,0.549840569496155,0.345965981483459,0.46430778503418,1.21636199951172,1.35381436347961
Malta,,,,,1.48841166496277,0.588767051696777,0.574730575084686,,2017,,,6.59839677289128,6.45560312792659,Malta,27.0,6.52699995040894,1.34327983856201,0.821944236755371,0.588767051696777,0.574730575084686,0.153066068887711,1.55686283111572,1.48841166496277
Uruguay,,,,,1.41222786903381,0.57939225435257,0.175096929073334,,2017,,,6.54590621769428,6.36209377467632,Uruguay,28.0,6.4539999961853,1.21755969524384,0.719216823577881,0.57939225435257,0.175096929073334,0.178061872720718,2.17240953445435,1.41222786903381
Guatemala,,,,,1.25558519363403,0.531310617923737,0.283488392829895,,2017,,,6.56687397271395,6.34112601965666,Guatemala,29.0,6.4539999961853,0.872001945972443,0.540239989757538,0.531310617923737,0.283488392829895,0.0772232785820961,2.89389109611511,1.25558519363403
Panama,,,,,1.37319254875183,0.550026834011078,0.21055693924427,,2017,,,6.55713071614504,6.34686956614256,Panama,30.0,6.4520001411438,1.23374843597412,0.706156134605408,0.550026834011078,0.21055693924427,0.070983923971653,2.30719995498657,1.37319254875183
France,,,,,1.38777685165405,0.470222115516663,0.129762306809425,,2017,,,6.51576780244708,6.36823202207685,France,31.0,6.44199991226196,1.43092346191406,0.844465851783752,0.470222115516663,0.129762306809425,0.172502428293228,2.00595474243164,1.38777685165405
Thailand,,,,,1.42579245567322,0.580200731754303,0.572123110294342,,2017,,,6.50911685571074,6.33888271704316,Thailand,32.0,6.42399978637695,1.12786877155304,0.647239029407501,0.580200731754303,0.572123110294342,0.0316127352416515,2.03950834274292,1.42579245567322
Taiwan Province of China,,,,,1.38456535339355,0.361466586589813,0.258360475301743,,2017,,,6.49459602192044,6.34940384075046,Taiwan Province of China,33.0,6.42199993133545,1.43362653255463,0.793984234333038,0.361466586589813,0.258360475301743,0.0638292357325554,2.1266074180603,1.38456535339355
Spain,,,,,1.53209090232849,0.408781230449677,0.190133571624756,,2017,,,6.4710548453033,6.33494491055608,Spain,34.0,6.40299987792969,1.38439786434174,0.888960599899292,0.408781230449677,0.190133571624756,0.0709140971302986,1.92775774002075,1.53209090232849
Qatar,,,,,1.27429687976837,0.604130983352661,0.330473870038986,,2017,,,6.56847681432962,6.18152318567038,Qatar,35.0,6.375,1.87076568603516,0.710098087787628,0.604130983352661,0.330473870038986,0.439299255609512,1.1454644203186,1.27429687976837
Colombia,,,,,1.4021829366684,0.477487415075302,0.149014472961426,,2017,,,6.45202005416155,6.26197969406843,Colombia,36.0,6.35699987411499,1.07062232494354,0.595027923583984,0.477487415075302,0.149014472961426,0.0466687418520451,2.61606812477112,1.4021829366684
Saudi Arabia,,,,,1.28667759895325,0.449750572443008,0.147616013884544,,2017,,,6.44416661202908,6.24383311331272,Saudi Arabia,37.0,6.3439998626709,1.53062355518341,0.590148329734802,0.449750572443008,0.147616013884544,0.27343225479126,2.0654296875,1.28667759895325
Trinidad and Tobago,,,,,1.3802285194397,0.518630743026733,0.325296461582184,,2017,,,6.38153389066458,5.95446655184031,Trinidad and Tobago,38.0,6.16800022125244,1.36135590076447,0.519983291625977,0.518630743026733,0.325296461582184,0.0089648161083459,2.05324745178223,1.3802285194397
Kuwait,,,,,1.25969874858856,0.496337592601776,0.228289797902107,,2017,,,6.1919569888711,6.01804304927588,Kuwait,39.0,6.10500001907349,1.63295245170593,0.632105708122253,0.496337592601776,0.228289797902107,0.215159550309181,1.64042520523071,1.25969874858856
Slovakia,,,,,1.50505924224854,0.295817464590073,0.136544480919838,,2017,,,6.1773484121263,6.01865168705583,Slovakia,40.0,6.09800004959106,1.32539355754852,0.712732911109924,0.295817464590073,0.136544480919838,0.0242108516395092,2.09777665138245,1.50505924224854
Bahrain,,,,,1.32311046123505,0.536746919155121,0.172668486833572,,2017,,,6.17898906782269,5.99501071855426,Bahrain,41.0,6.08699989318848,1.48841226100922,0.653133034706116,0.536746919155121,0.172668486833572,0.257042169570923,1.65614938735962,1.32311046123505
Malaysia,,,,,1.28464603424072,0.402264982461929,0.416608929634094,,2017,,,6.17997963652015,5.98802058473229,Malaysia,42.0,6.08400011062622,1.29121541976929,0.618784427642822,0.402264982461929,0.416608929634094,0.0656007081270218,2.00444889068604,1.28464603424072
Nicaragua,,,,,1.28721570968628,0.447551846504211,0.301674216985703,,2017,,,6.18658360034227,5.95541659802198,Nicaragua,43.0,6.07100009918213,0.737299203872681,0.653095960617065,0.447551846504211,0.301674216985703,0.130687981843948,2.51393055915833,1.28721570968628
Ecuador,,,,,1.28616881370544,0.4551981985569,0.150112465023994,,2017,,,6.10584767535329,5.91015211865306,Ecuador,44.0,6.00799989700317,1.00082039833069,0.685636222362518,0.4551981985569,0.150112465023994,0.140134647488594,2.29035258293152,1.28616881370544
El Salvador,,,,,1.18212509155273,0.432452529668808,0.0782579854130745,,2017,,,6.108635122329,5.89736444279552,El Salvador,45.0,6.00299978256226,0.909784495830536,0.596018552780151,0.432452529668808,0.0782579854130745,0.0899809598922729,2.7145938873291,1.18212509155273
Poland,,,,,1.44571197032928,0.520342111587524,0.158465966582298,,2017,,,6.05390834122896,5.89209175795317,Poland,46.0,5.97300004959106,1.29178786277771,0.699475347995758,0.520342111587524,0.158465966582298,0.0593078061938286,1.79772281646729,1.44571197032928
Uzbekistan,,,,,1.54896914958954,0.658248662948608,0.415983647108078,,2017,,,6.06553757295012,5.876462816149,Uzbekistan,47.0,5.97100019454956,0.786441087722778,0.498272627592087,0.658248662948608,0.415983647108078,0.246528223156929,1.81691360473633,1.54896914958954
Italy,,,,,1.44492328166962,0.256450712680817,0.17278964817524,,2017,,,6.04273690596223,5.88526354417205,Italy,48.0,5.96400022506714,1.39506661891937,0.853144347667694,0.256450712680817,0.17278964817524,0.0280280914157629,1.81331205368042,1.44492328166962
Russia,,,,,1.46928238868713,0.373783111572266,0.0522638224065304,,2017,,,6.03027490749955,5.89572473391891,Russia,49.0,5.96299982070923,1.28177809715271,0.547349333763123,0.373783111572266,0.0522638224065304,0.0329628810286522,2.20560741424561,1.46928238868713
Belize,,,,,1.08141779899597,0.547509372234344,0.240015640854836,,2017,,,6.19724231779575,5.71475738465786,Belize,50.0,5.95599985122681,0.907975316047668,0.450191766023636,0.547509372234344,0.240015640854836,0.0965810716152191,2.63195562362671,1.08141779899597
Japan,,,,,1.43633782863617,0.505625545978546,0.12057276815176,,2017,,,5.99071944460273,5.84928070798516,Japan,51.0,5.92000007629395,1.41691517829895,0.913475871086121,0.505625545978546,0.12057276815176,0.163760736584663,1.36322355270386,1.43633782863617
Lithuania,,,,,1.47351610660553,0.234231784939766,0.010164656676352,,2017,,,5.98266964137554,5.82133025944233,Lithuania,52.0,5.90199995040894,1.31458234786987,0.62894994020462,0.234231784939766,0.010164656676352,0.0118656428530812,2.22844052314758,1.47351610660553
Algeria,,,,,1.1462174654007,0.233335807919502,0.0694366469979286,,2017,,,5.97828643366694,5.76571400120854,Algeria,53.0,5.87200021743774,1.09186446666718,0.617584645748138,0.233335807919502,0.0694366469979286,0.146096110343933,2.56760382652283,1.1462174654007
Latvia,,,,,1.40471494197845,0.325707912445068,0.153074786067009,,2017,,,5.92026353821158,5.77973627105355,Latvia,54.0,5.84999990463257,1.26074862480164,0.638566970825195,0.325707912445068,0.153074786067009,0.0738427266478539,1.99365520477295,1.40471494197845
South Korea,,,,,1.12827444076538,0.257921665906906,0.206674367189407,,2017,,,5.92255902826786,5.7534406131506,South Korea,55.0,5.83799982070923,1.40167844295502,0.900214076042175,0.257921665906906,0.206674367189407,0.0632826685905457,1.88037800788879,1.12827444076538
Moldova,,,,,1.25182557106018,0.240729048848152,0.208779126405716,,2017,,,5.90837083846331,5.76762880295515,Moldova,56.0,5.83799982070923,0.728870630264282,0.589465200901031,0.240729048848152,0.208779126405716,0.0100912861526012,2.80780839920044,1.25182557106018
Romania,,,,,1.15009129047394,0.457003742456436,0.133519917726517,,2017,,,5.91969415679574,5.73030546173453,Romania,57.0,5.82499980926514,1.21768391132355,0.685158312320709,0.457003742456436,0.133519917726517,0.00438790069893,2.17683148384094,1.15009129047394
Bolivia,,,,,1.22761905193329,0.558732926845551,0.22556072473526,,2017,,,5.9039769025147,5.74202300593257,Bolivia,58.0,5.82299995422363,0.833756566047668,0.473630249500275,0.558732926845551,0.22556072473526,0.0604777261614799,2.44327902793884,1.22761905193329
Turkmenistan,,,,,1.49314916133881,0.41827192902565,0.24992498755455,,2017,,,5.88518087550998,5.75881917789578,Turkmenistan,59.0,5.82200002670288,1.13077676296234,0.437726080417633,0.41827192902565,0.24992498755455,0.259270340204239,1.83290982246399,1.49314916133881
Kazakhstan,,,,,1.38436901569366,0.437454283237457,0.201964423060417,,2017,,,5.90364177465439,5.73435775995255,Kazakhstan,60.0,5.81899976730347,1.28455626964569,0.606041550636292,0.437454283237457,0.201964423060417,0.119282886385918,1.78489255905151,1.38436901569366
North Cyprus,,,,,1.18630337715149,0.471203625202179,0.266845703125,,2017,,,5.89736646488309,5.72263342067599,North Cyprus,61.0,5.80999994277954,1.3469113111496,0.834647238254547,0.471203625202179,0.266845703125,0.155353352427483,1.54915761947632,1.18630337715149
Slovenia,,,,,1.45251882076263,0.572575807571411,0.242649093270302,,2017,,,5.84222516000271,5.67377463400364,Slovenia,62.0,5.75799989700317,1.3412059545517,0.790828227996826,0.572575807571411,0.242649093270302,0.0451289787888527,1.31331729888916,1.45251882076263
Peru,,,,,1.21877038478851,0.450002878904343,0.126819714903831,,2017,,,5.81194677859545,5.61805352658033,Peru,63.0,5.71500015258789,1.03522527217865,0.630166113376617,0.450002878904343,0.126819714903831,0.0470490865409374,2.20726943016052,1.21877038478851
